,season,daynum,teamA,scoreA,teamB,scoreB,wloc,numot,winner,loser,location
130548,2014,33,1427,72,1410,65,A,0,A,B,B
130549,2014,33,1201,77,1428,90,H,0,B,A,B
130550,2014,33,1170,51,1431,69,H,0,B,A,B
130551,2014,33,1386,68,1437,98,A,0,B,A,A
130552,2014,33,1460,74,1440,94,H,0,B,A,B
130553,2014,33,1443,69,1356,60,A,0,A,B,B
130554,2014,33,1447,75,1335,69,A,1,A,B,B
130555,2014,33,1350,66,1448,76,H,1,B,A,B
130556,2014,33,1225,66,1450,67,A,0,B,A,A
130557,2014,33,1453,75,1438,72,H,0,A,B,A
130558,2014,33,1454,73,1133,67,H,0,A,B,A
130559,2014,33,1455,71,1331,58,H,0,A,B,A
130560,2014,33,1459,60,1456,63,A,0,B,A,A
130561,2014,33,1266,64,1458,70,H,0,B,A,B
130562,2014,33,1377,66,1461,67,N,1,B,A,N
130563,2014,33,1132,73,1462,85,H,1,B,A,B
130564,2014,33,1306,61,1463,71,H,0,B,A,B
130565,2014,34,1145,93,1373,78,H,0,A,B,A
130566,2014,34,1150,77,1111,59,A,0,A,B,B
130567,2014,34,1304,67,1166,82,H,0,B,A,B
130568,2014,34,1348,68,1178,70,H,0,B,A,B
130569,2014,34,1240,53,1199,77,H,0,B,A,B
130570,2014,34,1268,75,1203,77,N,0,B,A,N
130571,2014,34,1120,62,1228,81,N,0,B,A,N
130572,2014,34,1193,72,1233,83,A,0,B,A,A
130573,2014,34,1284,66,1264,75,H,0,B,A,B
130574,2014,34,1310,61,1389,56,H,0,A,B,A
130575,2014,34,1206,66,1328,81,N,0,B,A,N
130576,2014,34,1332,115,1279,105,A,1,A,B,B
130577,2014,34,1351,90,1346,78,H,0,A,B,A
130578,2014,34,1449,63,1361,70,H,0,B,A,B
130579,2014,34,1353,71,1371,77,A,0,B,A,A
130580,2014,34,1388,93,1186,65,H,0,A,B,A
130581,2014,34,1425,78,1130,62,H,0,A,B,A
130582,2014,34,1330,48,1433,69,H,0,B,A,B
130583,2014,34,1274,60,1439,61,A,1,B,A,A
130584,2014,35,1262,39,1162,78,H,0,B,A,B
130585,2014,35,1214,85,1126,52,H,0,A,B,A
130586,2014,35,1222,89,1108,58,H,0,A,B,A
130587,2014,35,1192,59,1234,92,H,0,B,A,B
130588,2014,35,1250,76,1254,69,H,0,A,B,A
130589,2014,35,1323,70,1136,59,H,0,A,B,A
130590,2014,36,1107,74,1135,68,A,0,A,B,B
130591,2014,36,1143,92,1305,84,H,0,A,B,A
130592,2014,36,1148,73,1216,59,H,0,A,B,A
130593,2014,36,1453,58,1185,67,H,0,B,A,B
130594,2014,36,1196,67,1242,61,H,0,A,B,A
130595,2014,36,1200,77,1159,73,A,0,A,B,B
130596,2014,36,1452,76,1211,80,A,0,B,A,A
130597,2014,36,1228,72,1171,65,H,0,A,B,A
130598,2014,36,1231,81,1324,54,H,0,A,B,A
130599,2014,36,1133,61,1236,65,A,0,B,A,A
130600,2014,36,1377,62,1243,64,H,0,B,A,B
130601,2014,36,1246,70,1129,55,H,0,A,B,A
130602,2014,36,1278,75,1355,59,H,0,A,B,A
130603,2014,36,1383,58,1284,73,A,0,B,A,A
130604,2014,36,1167,88,1303,93,H,0,B,A,B
130605,2014,36,1320,55,1366,50,H,0,A,B,A
130606,2014,36,1371,71,1312,55,H,0,A,B,A
130607,2014,36,1114,64,1409,78,H,0,B,A,B
130608,2014,36,1428,74,1226,66,H,0,A,B,A
130609,2014,36,1191,60,1462,63,H,0,B,A,B
130610,2014,37,1112,74,1308,48,H,0,A,B,A
130611,2014,37,1132,79,1315,69,H,0,A,B,A
130612,2014,37,1341,52,1140,100,H,0,B,A,B
130613,2014,37,1145,69,1138,55,N,0,A,B,N
130614,2014,37,1420,71,1164,91,H,0,B,A,B
130615,2014,37,1161,70,1176,80,A,0,B,A,A
130616,2014,37,1203,70,1131,60,H,0,A,B,A
130617,2014,37,1108,52,1240,63,H,0,B,A,B
130618,2014,37,1322,71,1256,93,H,0,B,A,B
130619,2014,37,1225,58,1285,69,H,0,B,A,B
130620,2014,37,1295,73,1323,69,A,0,A,B,B
130621,2014,37,1310,83,1172,72,N,0,A,B,N
130622,2014,37,1136,48,1326,86,H,0,B,A,B
130623,2014,37,1336,68,1182,59,A,0,A,B,B
130624,2014,37,1353,73,1343,78,A,0,B,A,A
130625,2014,37,1416,79,1224,64,H,0,A,B,A
130626,2014,37,1430,62,1451,59,H,0,A,B,A
130627,2014,37,1458,78,1454,52,H,0,A,B,A
130628,2014,38,1116,72,1366,43,H,0,A,B,A
130629,2014,38,1177,81,1194,70,H,0,A,B,A
130630,2014,38,1254,96,1312,93,A,0,A,B,B
130631,2014,38,1268,88,1130,80,A,0,A,B,B
130632,2014,39,1119,90,1263,80,A,0,A,B,B
130633,2014,39,1189,63,1160,80,H,0,B,A,B
130634,2014,39,1234,82,1235,85,H,0,B,A,B
130635,2014,39,1260,80,1144,68,H,0,A,B,A
130636,2014,39,1272,73,1114,59,H,0,A,B,A
130637,2014,39,1280,68,1368,62,N,0,A,B,N
130638,2014,39,1331,67,1283,70,A,0,B,A,A
130639,2014,39,1333,77,1115,63,H,0,A,B,A
130640,2014,39,1311,48,1362,77,H,0,B,A,B
130641,2014,40,1102,62,1415,52,H,0,A,B,A
130642,2014,40,1126,56,1103,84,H,0,B,A,B
130643,2014,40,1104,59,1149,45,H,0,A,B,A
130644,2014,40,1276,70,1112,72,A,0,B,A,A
130645,2014,40,1113,97,1212,55,H,0,A,B,A
130646,2014,40,1251,71,1122,77,H,0,B,A,B
130647,2014,40,1136,90,1298,80,H,1,A,B,A
130648,2014,40,1139,76,1345,70,N,0,A,B,N
130649,2014,40,1143,67,1201,56,H,0,A,B,A
130650,2014,40,1202,35,1155,71,H,0,B,A,B
130651,2014,40,1159,69,1107,60,A,0,A,B,B
130652,2014,40,1171,76,1240,46,H,0,A,B,A
130653,2014,40,1141,58,1173,84,H,0,B,A,B
130654,2014,40,1187,84,1299,71,H,0,A,B,A
130655,2014,40,1359,51,1195,83,H,0,B,A,B
130656,2014,40,1224,60,1200,79,H,0,B,A,B
130657,2014,40,1208,84,1252,75,H,0,A,B,A
130658,2014,40,1330,73,1209,79,H,0,B,A,B
130659,2014,40,1375,59,1211,68,N,0,B,A,N
130660,2014,40,1340,75,1225,76,A,0,B,A,A
130661,2014,40,1369,69,1227,75,A,0,B,A,A
130662,2014,40,1282,63,1232,74,A,0,B,A,A
130663,2014,40,1236,95,1188,75,H,0,A,B,A
130664,2014,40,1238,57,1191,51,A,0,A,B,B
130665,2014,40,1219,69,1241,84,A,0,B,A,A
130666,2014,40,1307,63,1242,80,N,0,B,A,N
130667,2014,40,1257,79,1443,63,H,0,A,B,A
130668,2014,40,1419,54,1261,61,H,0,B,A,B
130669,2014,40,1237,50,1266,86,H,0,B,A,B
130670,2014,40,1268,66,1194,62,H,0,A,B,A
130671,2014,40,1296,54,1269,80,H,0,B,A,B
130672,2014,40,1277,67,1324,63,N,0,A,B,N
130673,2014,40,1279,72,1292,63,H,0,A,B,A
130674,2014,40,1284,74,1127,46,H,0,A,B,A
130675,2014,40,1301,82,1178,79,H,0,A,B,A
130676,2014,40,1305,80,1303,82,A,0,B,A,A
130677,2014,40,1304,79,1117,67,H,0,A,B,A
130678,2014,40,1179,69,1308,81,A,1,B,A,A
130679,2014,40,1246,77,1314,82,H,0,B,A,B
130680,2014,40,1213,61,1319,63,H,0,B,A,B
130681,2014,40,1320,77,1433,68,H,0,A,B,A
130682,2014,40,1323,79,1231,72,N,0,A,B,N
130683,2014,40,1105,47,1325,72,H,0,B,A,B
130684,2014,40,1326,79,1295,62,H,0,A,B,A
130685,2014,40,1328,101,1409,91,H,0,A,B,A
130686,2014,40,1256,55,1329,70,N,0,B,A,N
130687,2014,40,1332,71,1228,64,N,0,A,B,N
130688,2014,40,1338,91,1464,73,H,0,A,B,A
130689,2014,40,1343,81,1336,79,A,1,A,B,B
130690,2014,40,1164,49,1350,71,H,0,B,A,B
130691,2014,40,1447,58,1351,79,H,0,B,A,B
130692,2014,40,1182,63,1352,67,A,0,B,A,A
130693,2014,40,1353,89,1422,72,H,0,A,B,A
130694,2014,40,1125,72,1355,85,H,0,B,A,B
130695,2014,40,1233,89,1382,102,A,0,B,A,A
130696,2014,40,1145,51,1383,67,H,0,B,A,B
130697,2014,40,1459,52,1387,66,H,0,B,A,B
130698,2014,40,1388,82,1129,74,A,0,A,B,B
130699,2014,40,1389,83,1371,80,A,1,A,B,B
130700,2014,40,1390,83,1413,56,H,0,A,B,A
130701,2014,40,1402,53,1400,85,H,0,B,A,B
130702,2014,40,1401,73,1270,60,H,0,A,B,A
130703,2014,40,1405,77,1358,61,H,0,A,B,A
130704,2014,40,1417,95,1341,71,H,0,A,B,A
130705,2014,40,1222,76,1418,79,H,1,B,A,B
130706,2014,40,1424,73,1381,51,A,0,A,B,B
130707,2014,40,1426,80,1223,70,A,0,A,B,B
130708,2014,40,1428,81,1140,64,H,0,A,B,A
130709,2014,40,1430,60,1429,71,H,0,B,A,B
130710,2014,40,1258,73,1434,80,H,0,B,A,B
130711,2014,40,1226,66,1449,85,H,0,B,A,B
130712,2014,40,1452,74,1267,64,N,0,A,B,N
130713,2014,40,1453,89,1377,85,A,0,A,B,B
130714,2014,40,1455,70,1397,61,H,0,A,B,A
130715,2014,40,1458,86,1184,61,H,0,A,B,A
130716,2014,40,1153,47,1462,64,N,0,B,A,N
130717,2014,41,1287,61,1132,67,A,0,B,A,A
130718,2014,41,1168,87,1411,80,H,0,A,B,A
130719,2014,41,1176,64,1461,61,H,0,A,B,A
130720,2014,41,1152,70,1177,77,H,1,B,A,B
130721,2014,41,1172,58,1180,72,A,0,B,A,A
130722,2014,41,1318,60,1193,64,H,0,B,A,B
130723,2014,41,1216,84,1357,72,A,0,A,B,B
130724,2014,41,1148,67,1220,72,H,0,B,A,B
130725,2014,41,1175,62,1224,64,N,1,B,A,N
130726,2014,41,1243,72,1407,43,H,0,A,B,A
130727,2014,41,1264,77,1423,72,A,0,A,B,B
130728,2014,41,1158,62,1265,69,A,0,B,A,A
130729,2014,41,1275,59,1460,56,H,0,A,B,A
130730,2014,41,1281,66,1444,60,H,0,A,B,A
130731,2014,41,1339,69,1286,72,A,0,B,A,A
130732,2014,41,1151,71,1297,87,H,0,B,A,B
130733,2014,41,1313,86,1131,82,A,1,A,B,B
130734,2014,41,1333,98,1271,66,H,0,A,B,A
130735,2014,41,1346,80,1436,67,A,0,A,B,B
130736,2014,41,1364,72,1360,61,A,0,A,B,B
130737,2014,41,1317,53,1372,87,A,0,B,A,A
130738,2014,41,1306,48,1392,67,A,0,B,A,A
130739,2014,41,1393,68,1385,63,A,0,A,B,B
130740,2014,41,1395,57,1410,48,H,0,A,B,A
130741,2014,41,1399,79,1249,74,A,0,A,B,B
130742,2014,41,1403,79,1146,57,H,0,A,B,A
130743,2014,41,1204,62,1412,84,H,0,B,A,B
130744,2014,41,1186,61,1414,70,A,0,B,A,A
130745,2014,41,1367,63,1421,73,A,0,B,A,A
130746,2014,41,1425,63,1167,59,H,0,A,B,A
130747,2014,41,1437,73,1247,52,H,0,A,B,A
130748,2014,41,1337,61,1450,78,H,0,B,A,B
130749,2014,41,1111,72,1457,80,H,0,B,A,B
130750,2014,42,1103,74,1331,64,H,0,A,B,A
130751,2014,42,1106,59,1442,52,H,0,A,B,A
130752,2014,42,1221,73,1145,83,A,0,B,A,A
130753,2014,42,1188,64,1152,81,H,0,B,A,B
130754,2014,42,1441,55,1156,66,H,0,B,A,B
130755,2014,42,1181,85,1205,66,H,0,A,B,A
130756,2014,42,1244,57,1210,74,H,0,B,A,B
130757,2014,42,1108,44,1273,70,H,0,B,A,B
130758,2014,42,1415,60,1294,63,H,0,B,A,B
130759,2014,42,1174,66,1295,85,H,0,B,A,B
130760,2014,42,1309,71,1431,69,A,0,A,B,B
130761,2014,42,1321,86,1290,64,H,0,A,B,A
130762,2014,42,1324,90,1229,75,H,0,A,B,A
130763,2014,42,1347,62,1365,75,H,0,B,A,B
130764,2014,42,1342,70,1404,73,A,0,B,A,A
130765,2014,43,1338,43,1153,44,N,0,B,A,N
130766,2014,43,1115,51,1166,88,H,0,B,A,B
130767,2014,43,1125,62,1176,90,H,0,B,A,B
130768,2014,43,1384,71,1182,78,A,0,B,A,A
130769,2014,43,1196,77,1272,75,N,0,A,B,N
130770,2014,43,1150,62,1199,106,H,0,B,A,B
130771,2014,43,1207,85,1189,76,H,0,A,B,A
130772,2014,43,1240,82,1141,73,H,0,A,B,A
130773,2014,43,1224,59,1251,77,H,0,B,A,B
130774,2014,43,1270,50,1256,64,H,0,B,A,B
130775,2014,43,1283,60,1257,90,H,0,B,A,B
130776,2014,43,1258,79,1142,59,H,0,A,B,A
130777,2014,43,1376,68,1264,86,A,0,B,A,A
130778,2014,43,1123,53,1266,91,H,0,B,A,B
130779,2014,43,1316,48,1277,78,H,0,B,A,B
130780,2014,43,1197,65,1280,78,H,0,B,A,B
130781,2014,43,1293,73,1356,65,H,0,A,B,A
130782,2014,43,1307,61,1308,67,A,0,B,A,A
130783,2014,43,1317,64,1146,55,H,0,A,B,A
130784,2014,43,1426,89,1328,91,H,0,B,A,B
130785,2014,43,1329,75,1175,43,H,0,A,B,A
130786,2014,43,1332,91,1414,63,H,0,A,B,A
130787,2014,43,1463,74,1344,76,H,0,B,A,B
130788,2014,43,1345,79,1271,50,H,0,A,B,A
130789,2014,43,1157,78,1354,83,H,0,B,A,B
130790,2014,43,1195,66,1378,68,H,2,B,A,B
130791,2014,43,1391,64,1194,62,H,0,A,B,A
130792,2014,43,1117,65,1405,78,A,0,B,A,A
130793,2014,43,1239,64,1416,104,H,0,B,A,B
130794,2014,43,1433,72,1459,57,H,0,A,B,A
130795,2014,43,1435,58,1122,56,H,0,A,B,A
130796,2014,43,1382,62,1448,77,H,0,B,A,B
130797,2014,43,1408,62,1449,73,A,0,B,A,A
130798,2014,43,1399,49,1453,76,H,0,B,A,B
130799,2014,43,1455,72,1104,67,A,0,A,B,B
130800,2014,43,1126,59,1464,71,H,0,B,A,B
130801,2014,44,1178,60,1103,79,H,0,B,A,B
130802,2014,44,1124,91,1322,84,H,1,A,B,A
130803,2014,44,1158,51,1330,44,A,0,A,B,B
130804,2014,44,1167,90,1427,64,A,0,A,B,B
130805,2014,44,1306,48,1171,62,A,0,B,A,A
130806,2014,44,1223,58,1177,78,H,0,B,A,B
130807,2014,44,1444,68,1179,71,H,0,B,A,B
130808,2014,44,1184,84,1299,73,H,0,A,B,A
130809,2014,44,1244,55,1204,73,H,0,B,A,B
130810,2014,44,1249,79,1254,82,H,0,B,A,B
130811,2014,44,1403,69,1261,71,A,0,B,A,A
130812,2014,44,1269,83,1325,71,A,0,A,B,B
130813,2014,44,1419,62,1279,75,H,0,B,A,B
130814,2014,44,1282,69,1275,55,H,0,A,B,A
130815,2014,44,1288,85,1219,74,H,0,A,B,A
130816,2014,44,1296,55,1260,49,A,0,A,B,B
130817,2014,44,1214,67,1297,69,H,1,B,A,B
130818,2014,44,1457,66,1300,72,H,0,B,A,B
130819,2014,44,1301,65,1397,58,A,0,A,B,B
130820,2014,44,1311,62,1237,56,A,0,A,B,B
130821,2014,44,1326,76,1174,64,H,0,A,B,A
130822,2014,44,1333,76,1406,67,H,0,A,B,A
130823,2014,44,1111,69,1342,74,H,0,B,A,B
130824,2014,44,1144,61,1352,72,H,0,B,A,B
130825,2014,44,1381,39,1361,76,H,0,B,A,B
130826,2014,44,1363,89,1413,85,H,3,A,B,A
130827,2014,44,1357,61,1365,70,H,0,B,A,B
130828,2014,44,1410,56,1374,82,H,0,B,A,B
130829,2014,44,1362,57,1385,81,H,0,B,A,B
130830,2014,44,1386,75,1180,55,H,0,A,B,A
130831,2014,44,1387,83,1232,66,H,0,A,B,A
130832,2014,44,1163,51,1390,53,A,0,B,A,A
130833,2014,44,1314,83,1400,86,A,0,B,A,A
130834,2014,44,1213,65,1409,66,H,0,B,A,B
130835,2014,44,1396,89,1411,90,A,0,B,A,A
130836,2014,44,1412,67,1151,52,H,0,A,B,A
130837,2014,44,1422,78,1241,65,H,0,A,B,A
130838,2014,44,1424,81,1347,62,H,0,A,B,A
130839,2014,44,1262,48,1436,62,A,0,B,A,A
130840,2014,44,1441,92,1149,84,H,0,A,B,A
130841,2014,44,1443,68,1379,65,H,0,A,B,A
130842,2014,45,1112,69,1380,43,H,0,A,B,A
130843,2014,45,1404,56,1116,102,H,0,B,A,B
130844,2014,45,1120,66,1155,64,H,0,A,B,A
130845,2014,45,1173,96,1233,84,H,0,A,B,A
130846,2014,45,1417,63,1181,80,N,0,B,A,N
130847,2014,45,1440,94,1187,103,H,0,B,A,B
130848,2014,45,1208,58,1205,49,H,0,A,B,A
130849,2014,45,1398,58,1229,64,H,0,B,A,B
130850,2014,45,1418,70,1238,73,H,0,B,A,B
130851,2014,45,1447,54,1247,80,H,0,B,A,B
130852,2014,45,1252,88,1122,83,A,0,A,B,B
130853,2014,45,1253,72,1425,71,H,0,A,B,A
130854,2014,45,1366,51,1274,68,A,0,B,A,A
130855,2014,45,1280,66,1195,53,H,0,A,B,A
130856,2014,45,1287,120,1377,83,H,0,A,B,A
130857,2014,45,1364,57,1407,54,N,0,A,B,N
130858,2014,45,1367,74,1376,68,A,0,A,B,B
130859,2014,45,1370,70,1313,67,N,0,A,B,N
130860,2014,45,1378,73,1197,70,H,0,A,B,A
130861,2014,45,1248,62,1383,65,H,0,B,A,B
130862,2014,45,1110,44,1388,59,H,0,B,A,B
130863,2014,45,1259,69,1392,76,A,0,B,A,A
130864,2014,45,1395,98,1212,75,H,0,A,B,A
130865,2014,45,1428,69,1402,50,H,0,A,B,A
130866,2014,45,1442,52,1429,68,H,0,B,A,B
130867,2014,45,1322,74,1431,84,H,0,B,A,B
130868,2014,45,1460,70,1183,43,H,0,A,B,A
130869,2014,46,1107,70,1463,62,H,0,A,B,A
130870,2014,46,1240,70,1114,75,N,0,B,A,N
130871,2014,46,1169,67,1394,66,A,0,A,B,B
130872,2014,46,1202,86,1251,83,H,0,A,B,A
130873,2014,46,1204,61,1209,73,H,0,B,A,B
130874,2014,46,1226,65,1225,69,N,0,B,A,N
130875,2014,46,1311,66,1231,79,H,0,B,A,B
130876,2014,46,1137,51,1265,69,H,0,B,A,B
130877,2014,46,1278,92,1303,79,H,0,A,B,A
130878,2014,46,1133,53,1339,74,N,0,B,A,N
130879,2014,46,1343,83,1334,58,N,0,A,B,N
130880,2014,46,1359,75,1239,58,A,0,A,B,B
130881,2014,46,1461,54,1374,62,A,0,B,A,A
130882,2014,46,1379,88,1164,74,N,0,A,B,N
130883,2014,46,1219,54,1393,75,H,0,B,A,B
130884,2014,46,1227,56,1415,57,H,0,B,A,B
130885,2014,46,1424,82,1357,50,H,0,A,B,A
130886,2014,46,1429,77,1364,71,H,1,A,B,A
130887,2014,46,1442,61,1407,58,N,0,A,B,N
130888,2014,47,1403,62,1113,76,H,0,B,A,B
130889,2014,47,1375,60,1116,72,N,0,B,A,N
130890,2014,47,1117,83,1267,82,A,0,A,B,B
130891,2014,47,1131,83,1268,77,A,0,A,B,B
130892,2014,47,1139,68,1191,59,A,0,A,B,B
130893,2014,47,1145,87,1249,74,H,0,A,B,A
130894,2014,47,1146,90,1149,97,A,2,B,A,A
130895,2014,47,1150,81,1367,76,H,0,A,B,A
130896,2014,47,1153,69,1292,48,H,0,A,B,A
130897,2014,47,1157,65,1148,62,A,0,A,B,B
130898,2014,47,1192,59,1162,82,H,0,B,A,B
130899,2014,47,1170,51,1168,59,H,0,B,A,B
130900,2014,47,1171,84,1255,64,H,0,A,B,A
130901,2014,47,1136,107,1174,108,N,1,B,A,N
130902,2014,47,1182,95,1262,77,A,0,A,B,B
130903,2014,47,1324,79,1185,81,A,1,B,A,A
130904,2014,47,1190,84,1122,79,H,0,A,B,A
130905,2014,47,1201,49,1196,66,N,0,B,A,N
130906,2014,47,1199,60,1269,55,N,0,A,B,N
130907,2014,47,1203,74,1420,61,H,0,A,B,A
130908,2014,47,1208,65,1441,63,H,0,A,B,A
130909,2014,47,1436,68,1217,74,H,0,B,A,B
130910,2014,47,1221,74,1312,55,A,0,A,B,B
130911,2014,47,1222,54,1349,52,N,0,A,B,N
130912,2014,47,1228,65,1281,64,N,0,A,B,N
130913,2014,47,1232,81,1237,61,H,0,A,B,A
130914,2014,47,1183,65,1236,86,H,0,B,A,B
130915,2014,47,1240,72,1164,61,N,0,A,B,N
130916,2014,47,1214,49,1241,55,N,0,B,A,N
130917,2014,47,1207,64,1242,86,H,0,B,A,B
130918,2014,47,1211,62,1243,72,N,0,B,A,N
130919,2014,47,1245,58,1158,54,A,0,A,B,B
130920,2014,47,1246,93,1125,80,H,0,A,B,A
130921,2014,47,1250,69,1346,58,H,0,A,B,A
130922,2014,47,1257,85,1198,56,A,0,A,B,B
130923,2014,47,1261,86,1412,63,H,0,A,B,A
130924,2014,47,1138,81,1264,84,N,1,B,A,N
130925,2014,47,1369,65,1272,77,H,0,B,A,B
130926,2014,47,1275,79,1398,64,A,0,A,B,B
130927,2014,47,1390,65,1276,68,N,0,B,A,N
130928,2014,47,1277,92,1400,78,A,0,A,B,B
130929,2014,47,1105,47,1283,68,H,0,B,A,B
130930,2014,47,1284,87,1200,78,H,0,A,B,A
130931,2014,47,1295,90,1406,82,H,0,A,B,A
130932,2014,47,1298,65,1297,72,H,0,B,A,B
130933,2014,47,1187,79,1301,90,H,0,B,A,B
130934,2014,47,1304,77,1154,62,H,0,A,B,A
130935,2014,47,1307,75,1266,68,N,0,A,B,N
130936,2014,47,1314,97,1172,85,H,1,A,B,A
130937,2014,47,1126,64,1316,68,H,0,B,A,B
130938,2014,47,1454,59,1318,62,N,0,B,A,N
130939,2014,47,1323,61,1326,64,N,0,B,A,N
130940,2014,47,1401,52,1328,64,N,0,B,A,N
130941,2014,47,1160,73,1329,78,N,0,B,A,N
130942,2014,47,1330,69,1423,57,A,0,A,B,B
130943,2014,47,1140,96,1332,100,H,1,B,A,B
130944,2014,47,1133,55,1334,71,N,0,B,A,N
130945,2014,47,1337,76,1223,64,H,0,A,B,A
130946,2014,47,1338,73,1142,56,H,0,A,B,A
130947,2014,47,1339,93,1343,79,N,0,A,B,N
130948,2014,47,1344,94,1263,70,H,0,A,B,A
130949,2014,47,1355,77,1315,70,A,0,A,B,B
130950,2014,47,1123,58,1356,66,H,0,B,A,B
130951,2014,47,1381,52,1360,67,H,0,B,A,B
130952,2014,47,1361,65,1270,36,H,0,A,B,A
130953,2014,47,1442,55,1364,61,N,0,B,A,N
130954,2014,47,1368,80,1404,76,A,0,A,B,B
130955,2014,47,1114,60,1379,74,N,0,B,A,N
130956,2014,47,1382,74,1310,72,A,0,A,B,B
130957,2014,47,1385,96,1464,87,H,0,A,B,A
130958,2014,47,1386,88,1259,77,A,0,A,B,B
130959,2014,47,1299,57,1387,79,H,0,B,A,B
130960,2014,47,1409,58,1395,70,H,0,B,A,B
130961,2014,47,1396,101,1254,65,N,0,A,B,N
130962,2014,47,1156,67,1405,71,H,0,B,A,B
130963,2014,47,1106,66,1408,84,H,0,B,A,B
130964,2014,47,1413,80,1102,74,H,0,A,B,A
130965,2014,47,1414,63,1176,50,A,0,A,B,B
130966,2014,47,1426,79,1167,75,H,1,A,B,A
130967,2014,47,1429,71,1407,50,H,0,A,B,A
130968,2014,47,1450,51,1431,64,A,0,B,A,A
130969,2014,47,1439,52,1433,82,N,0,B,A,N
130970,2014,47,1435,76,1210,63,H,0,A,B,A
130971,2014,47,1351,67,1437,88,H,0,B,A,B
130972,2014,47,1438,57,1320,43,H,0,A,B,A
130973,2014,47,1293,64,1443,71,H,0,B,A,B
130974,2014,47,1444,92,1341,53,H,0,A,B,A
130975,2014,47,1448,59,1422,51,H,0,A,B,A
130976,2014,47,1453,74,1193,58,H,0,A,B,A
130977,2014,47,1457,56,1459,62,A,0,B,A,A
130978,2014,47,1282,49,1460,61,H,0,B,A,B
130979,2014,47,1104,74,1462,77,A,0,B,A,A
130980,2014,48,1333,71,1103,83,N,0,B,A,N
130981,2014,48,1120,77,1130,67,H,0,A,B,A
130982,2014,48,1124,81,1380,56,H,0,A,B,A
130983,2014,48,1218,61,1129,62,A,0,B,A,A
130984,2014,48,1132,64,1178,62,H,0,A,B,A
130985,2014,48,1163,82,1449,70,A,0,A,B,B
130986,2014,48,1143,54,1166,68,H,0,B,A,B
130987,2014,48,1169,79,1225,69,H,0,A,B,A
130988,2014,48,1180,59,1384,49,H,0,A,B,A
130989,2014,48,1189,67,1194,62,A,0,A,B,B
130990,2014,48,1195,77,1197,68,N,0,A,B,N
130991,2014,48,1209,99,1427,68,A,0,A,B,B
130992,2014,48,1216,66,1389,56,H,0,A,B,A
130993,2014,48,1177,64,1229,69,H,0,B,A,B
130994,2014,48,1231,90,1244,66,H,0,A,B,A
130995,2014,48,1115,61,1234,86,H,0,B,A,B
130996,2014,48,1235,79,1206,67,N,0,A,B,N
130997,2014,48,1419,61,1256,83,A,0,B,A,A
130998,2014,48,1265,76,1335,62,H,0,A,B,A
130999,2014,48,1279,76,1273,79,A,0,B,A,A
131000,2014,48,1274,71,1247,58,H,0,A,B,A
131001,2014,48,1378,66,1280,71,N,0,B,A,N
131002,2014,48,1415,64,1296,71,A,0,B,A,A
131003,2014,48,1303,76,1370,69,H,0,A,B,A
131004,2014,48,1233,72,1305,80,H,0,B,A,B
131005,2014,48,1135,52,1321,58,H,0,B,A,B
131006,2014,48,1352,94,1324,100,H,0,B,A,B
131007,2014,48,1350,69,1325,70,A,1,B,A,A
131008,2014,48,1336,92,1291,82,H,0,A,B,A
131009,2014,48,1452,70,1345,73,A,0,B,A,A
131010,2014,48,1347,94,1357,78,N,0,A,B,N
131011,2014,48,1348,62,1306,45,H,0,A,B,A
131012,2014,48,1119,72,1353,75,H,0,B,A,B
131013,2014,48,1362,77,1110,69,H,0,A,B,A
131014,2014,48,1371,92,1186,70,H,0,A,B,A
131015,2014,48,1388,71,1376,78,N,0,B,A,N
131016,2014,48,1165,54,1392,76,H,0,B,A,B
131017,2014,48,1408,65,1318,62,H,0,A,B,A
131018,2014,48,1434,62,1416,90,H,0,B,A,B
131019,2014,48,1417,83,1451,60,H,0,A,B,A
131020,2014,48,1365,71,1424,92,N,0,B,A,N
131021,2014,48,1425,79,1173,76,A,1,A,B,B
131022,2014,48,1454,67,1106,54,N,0,A,B,N
131023,2014,48,1300,66,1455,77,H,0,B,A,B
131024,2014,48,1461,72,1294,59,H,0,A,B,A
131025,2014,49,1112,77,1319,44,H,0,A,B,A
131026,2014,49,1376,54,1129,80,N,0,B,A,N
131027,2014,49,1127,57,1138,87,H,0,B,A,B
131028,2014,49,1152,62,1153,102,H,0,B,A,B
131029,2014,49,1227,61,1161,74,H,0,B,A,B
131030,2014,49,1107,63,1179,71,H,0,B,A,B
131031,2014,49,1357,70,1197,75,N,0,B,A,N
131032,2014,49,1200,83,1260,69,H,0,A,B,A
131033,2014,49,1218,76,1388,74,H,0,A,B,A
131034,2014,49,1103,60,1235,83,N,0,B,A,N
131035,2014,49,1354,47,1239,61,H,0,B,A,B
131036,2014,49,1430,70,1295,74,A,0,B,A,A
131037,2014,49,1213,68,1307,80,H,0,B,A,B
131038,2014,49,1206,54,1333,58,N,0,B,A,N
131039,2014,49,1195,63,1347,64,N,0,B,A,N
131040,2014,49,1188,57,1356,74,H,0,B,A,B
131041,2014,49,1365,66,1378,65,N,0,A,B,N
131042,2014,49,1237,79,1369,83,H,1,B,A,B
131043,2014,49,1373,67,1220,59,H,0,A,B,A
131044,2014,49,1383,77,1312,65,H,0,A,B,A
131045,2014,49,1287,67,1397,82,H,0,B,A,B
