Index,teamA,TeamName_x,scoreA,teamB,TeamName_y,scoreB,winner,location,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,tempo_diff,oe_de_diff,de_oe_diff
1015,1271,Maryland Eastern Shore,42,1366,Savannah St.,66,B,B,0.23,3.36,1.23,3.21,3.71,3.17,0.84,-2.04,0.99,-3.17,-0.34,-2.84,-1.36,1.9917,-0.109,28.1954
1016,1354,South Carolina St.,47,1366,Savannah St.,61,B,N,1.02,5.82,0.12,2.03,-0.43,-0.76,2.63,0.67,1.96,-0.42,-1.31,-1.66,-1.36,2.1992,-8.3265,20.3412
1017,1126,Bethune Cookman,40,1366,Savannah St.,50,B,A,-0.4,2,2.03,3.53,-0.07,-1.77,0.23,-3.17,-0.57,-3.2,-0.67,-2.37,0.37,-2.0464,-3.3553,24.8925
1018,1274,Miami FL,68,1366,Savannah St.,51,A,B,0.31,0.14,0.87,1.98,-0.27,-1.39,0.1,1.18,0.51,-5.45,-1.82,-1.04,-5.08,-6.6405,8.9012,8.3223
1019,1213,Grand Canyon,72,1366,Savannah St.,71,A,N,0.5,0.58,2.11,4.53,7.07,7.09,-1.45,2.79,2.34,-2.95,-3.01,-1.92,-0.55,2.8261,5.6279,20.1167
1020,1175,Delaware St.,79,1366,Savannah St.,59,A,A,-0.63,-1.18,0.12,0.03,0.42,-0.58,-1.48,-1.65,1.53,-3.64,-1.7,-1.23,-2.86,-3.9761,-2.6761,21.102
1021,1299,North Carolina A&T,48,1366,Savannah St.,73,B,B,-2.08,0.03,0.49,2.34,7.84,10.07,1.39,1.54,-0.91,-0.57,-2.15,-0.83,2.42,2.7625,-6.7245,21.2822
1022,1300,North Carolina Central,64,1366,Savannah St.,57,A,A,2.63,1.54,0.26,-0.02,6.42,6.84,0.58,0.76,4.13,-4.21,0.98,-0.96,-0.8,-0.2803,7.3756,7.5147
1023,1116,Arkansas,102,1404,Tennessee Martin,56,A,A,1.77,0.83,0.25,-0.3,3,4.01,0.27,3.95,1.86,0.24,1.15,3.04,0.01,1.7028,-9.1597,-4.4337
1024,1160,Colorado,91,1404,Tennessee Martin,65,A,A,-1.95,-6.69,-2.07,-4.57,3.37,4.82,0.14,6.01,-1.99,1.76,-1.45,0.83,-4.31,-3.2861,-12.6029,-6.8474
1025,1199,Florida St.,89,1404,Tennessee Martin,61,A,A,-1.14,-8.17,-2.12,-6.86,1.35,1.79,-0.57,3.91,-2.58,2.52,-1.51,2.83,-2.81,-4.615,-6.8601,-4.6494
1026,1342,Presbyterian,70,1404,Tennessee Martin,73,B,A,-1.88,-7.71,-1.58,-4.4,-4.28,-5.08,-4.38,2.57,-2.39,1.25,-3.15,0.18,-5.43,-4.3205,-23.3648,16.0875
1027,1369,Southeast Missouri St.,70,1404,Tennessee Martin,79,B,A,3.68,-1.71,-0.78,-2.56,0.85,2.02,-0.62,5.67,2.48,1.92,-0.65,1.65,-0.77,0.4492,-11.3999,10.0527
1028,1369,Southeast Missouri St.,77,1404,Tennessee Martin,74,A,B,3.68,-1.71,-0.78,-2.56,0.85,2.02,-0.62,5.67,2.48,1.92,-0.65,1.65,-0.77,0.4492,-11.3999,10.0527
1029,1183,Eastern Illinois,77,1404,Tennessee Martin,84,B,B,-2.41,-7.48,-2.28,-5.19,0.58,0.93,-1.27,2.39,-1.63,2.12,-1.98,1.91,-1.4,-3.7562,-19.5076,8.2122
1030,1399,Tennessee Tech,91,1404,Tennessee Martin,83,A,B,-1.48,-6.96,-1.73,-3.8,1.3,3.47,0.65,2.59,-1.62,3.87,-0.87,1.8,1.81,-2.144,-18.4963,5.1304
1031,1282,UMKC,79,1404,Tennessee Martin,67,A,B,-0.97,-3.79,-1.62,-2.28,-0.62,1.96,-2.07,3.1,-1.76,1.55,-0.48,-0.21,-0.21,0.6086,-19.4691,4.4108
1032,1188,SIU Edwardsville,87,1404,Tennessee Martin,82,A,B,-0.11,-5.34,-0.25,-1.86,-1.11,-0.31,-1.66,1.21,-0.14,2.41,-0.96,0.42,-0.45,-1.7167,-18.253,8.4264
1033,1188,SIU Edwardsville,84,1404,Tennessee Martin,78,A,A,-0.11,-5.34,-0.25,-1.86,-1.11,-0.31,-1.66,1.21,-0.14,2.41,-0.96,0.42,-0.45,-1.7167,-18.253,8.4264
1034,1116,Arkansas,53,1401,Texas A&M,69,B,B,4.25,7.75,1.72,2.44,4.87,4.38,2.28,-0.15,2.6,0.41,2.13,1.62,2.78,8.1315,11.6651,-1.5356
1035,1208,Georgia,62,1401,Texas A&M,50,A,A,-0.38,-2.09,-0.84,-3.9,5.47,7.04,2.34,1.31,-2.53,1.38,-1.53,0.69,0.75,0.9716,10.2164,-1.0118
1036,1222,Houston,57,1401,Texas A&M,74,B,B,2.27,1.99,0.61,-0.57,0.74,0.37,1.44,-0.33,1.95,1.48,-1.08,1.55,0.14,3.0181,13.4929,8.0282
1037,1279,Mississippi,60,1401,Texas A&M,71,B,B,2.36,7.14,2.01,4.97,3.32,3.19,3.53,-0.3,-0.26,-0.1,0.95,1.55,1.29,5.286,12.0619,2.6878
1038,1328,Oklahoma,64,1401,Texas A&M,52,A,N,4.66,7.75,2.72,4.47,4.97,3.66,2.44,1.75,1.88,0.16,0.34,-0.69,0.9,7.8475,19.2049,0.0635
1039,1290,Mississippi Valley St.,67,1401,Texas A&M,91,B,B,1.06,6.41,0.5,2.22,1.07,0.82,2.46,-1.2,-2.16,3.62,0.84,-2.11,4.56,9.1132,-3.755,14.3239
1040,1246,Kentucky,68,1401,Texas A&M,51,A,A,2.21,2.23,-0.72,-2.44,7.06,9.16,5.21,2.47,-1.28,0.93,-1.74,2.27,0.87,2.7152,17.2648,-3.887
1041,1317,North Texas,61,1401,Texas A&M,41,A,B,1,3.51,-0.68,-3.09,2.69,2.73,1.43,1.17,-2.68,1.42,0,-0.4,1.9,5.1054,1.3227,3.9947
1042,1374,SMU,55,1401,Texas A&M,52,A,N,2.5,-1.25,-1.25,-5.84,2.47,2.38,1.19,1.6,2.44,2.41,1,0.62,1.28,2.4434,10.6625,-6.7344
1043,1261,LSU,73,1401,Texas A&M,83,B,B,4.16,7.57,0.91,1.6,0.68,0.22,3.9,2.28,1.41,2.5,1.22,1.97,0.93,6.4057,11.4114,-0.6057
1044,1349,Rice,65,1401,Texas A&M,68,B,B,-1.61,-1.17,1.98,5.95,-2.66,-4.13,-2.05,-0.07,1.15,1.61,-2.04,-2.08,1.05,0.0959,-3.7485,7.1205
1045,1410,Texas Pan American,46,1401,Texas A&M,63,B,B,0.32,3.15,-1.04,-0.99,-0.02,-0.55,1.33,-2.26,-0.65,0.78,0.31,-1.62,2.45,2.2004,-3.9853,4.9392
1046,1435,Vanderbilt,66,1401,Texas A&M,55,A,B,-0.74,-2.01,0.35,1.23,0.56,0.39,0.4,0.62,0.25,2.07,-1.82,0.48,-0.68,0.2366,4.8899,-1.0517
1047,1280,Mississippi St.,81,1401,Texas A&M,72,A,A,0.82,0.26,-1.14,-2.88,2.04,2.46,0.41,-0.97,-0.63,2.63,1.23,-1.3,-0.86,4.3714,1.7858,3.6372
1048,1115,Arkansas Pine Bluff,55,1401,Texas A&M,88,B,B,-1.63,-1.49,0.4,0.12,0.59,0.54,0.66,-3.62,-1.3,3.79,2.98,-1.83,1.35,3.4696,-5.479,6.4696
1049,1397,Tennessee,56,1401,Texas A&M,57,B,A,1.44,1.6,-0.25,-1.21,2.72,1.94,4.28,1,-0.69,-0.4,-1.31,0.75,-0.94,-1.1751,15.8397,-6.1289
1050,1116,Arkansas,82,1196,Florida,84,B,A,2.84,8.55,0.68,1.91,3.16,2.34,0.04,-0.12,2.03,0.37,1.42,2.74,4.7,9.1722,19.3488,-17.0985
1051,1120,Auburn,66,1196,Florida,71,B,B,-0.28,2.44,-1.12,-0.15,2.41,1.45,-0.68,-0.93,-1.72,0.78,-1.11,1.62,5.29,4.6069,18.9583,-9.0363
1052,1199,Florida St.,66,1196,Florida,67,B,B,-0.07,-0.45,-1.69,-4.65,1.51,0.12,-0.8,-0.16,-2.41,2.65,-1.24,2.53,1.88,2.8544,21.6484,-17.3142
1053,1208,Georgia,50,1196,Florida,72,B,B,-1.79,-1.29,-1.88,-4.43,3.76,5,0.1,1.34,-3.1,1.34,-2.24,1.81,2.67,2.0123,17.9001,-16.5747
1054,1380,Southern,53,1196,Florida,67,B,B,0.03,2.72,-0.99,-1.65,-1.57,-1.09,-0.4,2.45,-1.07,2.68,-1.66,2.12,5.82,4.6071,6.5094,-16.31
1055,1281,Missouri,58,1196,Florida,68,B,B,-0.8,-0.85,-1,-1.5,4.76,3.91,-0.56,2.15,-3.02,1.29,-2.21,0.42,3.03,2.6724,23.3721,-11.5133
1056,1401,Texas A&M,36,1196,Florida,69,B,B,-1.41,0.8,-1.04,-0.53,-1.71,-2.04,-2.24,0.03,-0.57,-0.04,-0.71,1.12,1.92,1.0407,10.1958,-18.075
1057,1163,Connecticut,65,1196,Florida,64,A,A,0,1.62,0.27,-0.24,0.85,-1.88,-1.59,1.29,-0.76,0.36,-0.24,3.36,2.05,2.8535,19.4835,-22.8715
1058,1114,Arkansas Little Rock,56,1196,Florida,86,B,B,-0.45,4.51,-2.02,-3.09,2.51,0.89,-0.31,1.03,-2.15,2.08,-1.44,0.95,5.69,5.3533,10.6011,-10.3338
1059,1261,LSU,61,1196,Florida,79,B,B,2.75,8.37,-0.13,1.07,-1.03,-1.82,1.66,2.31,0.84,2.46,0.51,3.09,2.85,7.4464,19.0951,-16.1686
1060,1458,Wisconsin,59,1196,Florida,53,A,A,-0.17,0.12,0.91,2.17,2.24,0.45,-2.89,0.39,-1.23,-3.26,-2.21,0.67,-1.27,0.7507,29.4632,-17.0754
1061,1104,Alabama,69,1196,Florida,78,B,B,-1.67,-0.95,-1.11,-1.36,0.43,-0.11,-1.78,-1.42,-2.58,0.52,-0.47,1.38,2.95,1.0391,16.1355,-15.6208
1062,1435,Vanderbilt,54,1196,Florida,57,B,A,-2.15,-1.21,-0.69,0.7,-1.15,-1.65,-1.84,0.65,-0.32,2.03,-2.53,1.6,1.24,1.2773,12.5736,-16.6146
1063,1239,Jacksonville,60,1196,Florida,86,B,A,0.58,4.49,-0.74,-0.41,1.77,1.26,0.32,-2.39,-0.6,2.25,-0.03,0.51,2.9,6.9377,13.0171,0.442
1064,1272,Memphis,75,1196,Florida,77,B,N,3.65,6.27,-1.46,-2.56,0.27,0.7,1,0.71,3.65,2.07,1.44,1.92,1.82,7.5149,20.4347,-17.9703
1065,1280,Mississippi St.,51,1196,Florida,62,B,A,-0.59,1.06,-2.18,-3.41,0.33,0.42,-1.83,-0.94,-1.2,2.59,0.52,-0.18,1.06,5.4121,9.4695,-11.9257
1066,1397,Tennessee,41,1196,Florida,67,B,B,0.03,2.4,-1.29,-1.74,1.01,-0.1,2.04,1.03,-1.26,-0.44,-2.02,1.87,0.98,-0.1344,23.5234,-21.6918
1067,1397,Tennessee,58,1196,Florida,67,B,A,0.03,2.4,-1.29,-1.74,1.01,-0.1,2.04,1.03,-1.26,-0.44,-2.02,1.87,0.98,-0.1344,23.5234,-21.6918
1068,1116,Arkansas,71,1281,Missouri,75,B,A,3.64,9.4,1.68,3.41,-1.6,-1.57,0.6,-2.27,5.05,-0.92,3.63,2.32,1.67,6.4998,5.1034,-14.7119
1069,1120,Auburn,68,1281,Missouri,70,B,A,0.52,3.29,-0.12,1.35,-2.35,-2.46,-0.12,-3.08,1.3,-0.51,1.1,1.2,2.26,1.9345,4.7129,-6.6497
1070,1196,Florida,72,1281,Missouri,49,A,N,0.8,0.85,1,1.5,-4.76,-3.91,0.56,-2.15,3.02,-1.29,2.21,-0.42,-3.03,-2.6724,11.5133,-23.3721
1071,1208,Georgia,70,1281,Missouri,64,A,B,-0.99,-0.44,-0.88,-2.93,-1,1.09,0.66,-0.81,-0.08,0.05,-0.03,1.39,-0.36,-0.6601,3.6547,-14.1881
1072,1228,Illinois,65,1281,Missouri,64,A,N,-0.76,3.82,0.18,1.79,-6.91,-9.03,-0.09,-3.21,-0.21,-2.13,1.15,0.46,-2.21,-2.8399,-0.1919,-19.6278
1073,1279,Mississippi,91,1281,Missouri,88,A,A,1.75,8.79,1.97,5.94,-3.15,-2.76,1.85,-2.42,2.19,-1.43,2.45,2.25,0.18,3.6543,5.5002,-10.4885
1074,1401,Texas A&M,56,1281,Missouri,57,B,B,-0.61,1.65,-0.04,0.97,-6.47,-5.95,-1.68,-2.12,2.45,-1.33,1.5,0.7,-1.11,-1.6317,-4.0496,-15.6884
1075,1401,Texas A&M,83,1281,Missouri,91,B,N,-0.61,1.65,-0.04,0.97,-6.47,-5.95,-1.68,-2.12,2.45,-1.33,1.5,0.7,-1.11,-1.6317,-4.0496,-15.6884
1076,1417,UCLA,71,1281,Missouri,80,B,B,5.48,7.38,0.53,-0.8,-2.56,-3.67,-1.03,-0.59,6.88,-2.08,4.38,-0.39,-1.5,4.6633,12.5466,-15.8618
1077,1237,IUPUI,64,1281,Missouri,78,B,B,-0.55,2.09,-1.68,-3.4,-6.95,-9.2,-3.57,-4.43,-0.54,-1.23,-0.14,-0.48,-3.17,0.1799,-7.5339,0.5485
1078,1452,West Virginia,71,1281,Missouri,80,B,B,2.8,8.22,2.03,3.41,-2.97,-3.45,0.91,-2.34,2.86,-2.89,1.41,-0.24,1.29,2.8996,10.0113,-9.4079
1079,1444,Western Michigan,60,1281,Missouri,66,B,B,0.13,-1.1,0.02,0.69,-1.01,-0.5,-1.47,-1.28,0.77,1.55,0.74,0.21,-0.95,0.8678,2.4477,-11.0599
1080,1246,Kentucky,84,1281,Missouri,79,A,B,1.6,3.88,-0.76,-1.47,0.59,3.21,3.53,0.35,1.17,-0.4,-0.24,2.97,-0.24,1.0835,10.7031,-17.0633
1081,1261,LSU,77,1281,Missouri,71,A,A,3.55,9.22,0.87,2.57,-5.79,-5.73,2.22,0.16,3.86,1.17,2.72,2.67,-0.18,4.774,4.8497,-13.782
1082,1356,Southern Illinois,59,1281,Missouri,72,B,B,-0.27,-0.13,-1.32,-3.37,-5.04,-4.82,-0.09,-4.06,-0.42,-0.64,2.25,-1.14,-0.33,-2.6653,1.5559,-8.2351
1083,1321,Northwestern,67,1281,Missouri,78,B,N,-3.43,-1.03,0.73,4.33,-7.24,-8.73,-3.57,-1.15,0.7,-1.7,-0.7,0.37,-0.79,-3.1288,-8.1268,-19.2855
1084,1435,Vanderbilt,78,1281,Missouri,75,A,A,-1.35,-0.36,0.31,2.2,-5.91,-5.56,-1.28,-1.5,2.7,0.74,-0.32,1.18,-1.79,-1.3951,-1.6718,-14.228
1085,1305,Nevada,70,1281,Missouri,83,B,N,1.3,5.43,0.84,2.69,-3.94,-4.91,-0.12,-2.37,0.51,-2.2,0,1.23,-0.36,-0.5442,3.6955,-6.9212
1086,1280,Mississippi St.,66,1281,Missouri,85,B,B,0.21,1.91,-1.18,-1.91,-4.43,-3.49,-1.27,-3.09,1.82,1.3,2.73,-0.6,-1.97,2.7397,-4.7759,-9.5391
1087,1397,Tennessee,70,1281,Missouri,75,B,B,0.83,3.25,-0.29,-0.24,-3.75,-4.01,2.6,-1.12,1.76,-1.73,0.19,1.45,-2.05,-2.8068,9.278,-19.3052
1088,1116,Arkansas,81,1261,LSU,70,A,A,0.09,0.18,0.81,0.84,4.19,4.16,-1.62,-2.43,1.19,-2.09,0.91,-0.35,1.85,1.7258,9.7587,-10.4349
1089,1120,Auburn,80,1261,LSU,87,B,B,-3.03,-5.93,-0.99,-1.22,3.44,3.27,-2.34,-3.24,-2.56,-1.68,-1.62,-1.47,2.44,-2.8395,9.3682,-2.3727
1090,1419,Louisiana Monroe,54,1261,LSU,61,B,B,-4.05,-6.4,-1.41,-2.81,-1.94,-1.64,-2.69,-2.27,-1.73,-0.78,-2.1,-2.56,-0.37,-5.8607,-2.8446,-4.3045
1091,1279,Mississippi,88,1261,LSU,74,A,A,-1.8,-0.43,1.1,3.37,2.64,2.97,-0.37,-2.58,-1.67,-2.6,-0.27,-0.42,0.36,-1.1197,10.1555,-6.2115
1092,1401,Texas A&M,49,1261,LSU,68,B,B,-4.16,-7.57,-0.91,-1.6,-0.68,-0.22,-3.9,-2.28,-1.41,-2.5,-1.22,-1.97,-0.93,-6.4057,0.6057,-11.4114
1093,1376,South Carolina,68,1261,LSU,71,B,A,-4.63,-6.63,-0.98,-4.51,3.5,3.85,0.42,-4.72,-1.95,0.48,-1.43,-2.18,3.62,-3.6599,6.3324,-6.6485
1094,1246,Kentucky,85,1261,LSU,67,A,N,-1.95,-5.34,-1.63,-4.04,6.38,8.94,1.31,0.19,-2.69,-1.57,-2.96,0.3,-0.06,-3.6905,15.3584,-12.7863
1095,1435,Vanderbilt,51,1261,LSU,57,B,A,-4.9,-9.58,-0.56,-0.37,-0.12,0.17,-3.5,-1.66,-1.16,-0.43,-3.04,-1.49,-1.61,-6.1691,2.9835,-9.951
1096,1139,Butler,68,1261,LSU,70,B,N,-3.23,-4.53,-1.02,-1.56,-0.09,0.27,-2.34,-2.84,-3.26,-3.71,-1.79,-3.34,-1.96,-6.5826,5.4032,-10.4602
1097,1322,Northwestern St.,74,1261,LSU,88,B,B,3.18,3.66,-0.89,-2.55,4.91,4.7,-0.86,-1.31,2.33,-0.57,0.38,-0.94,1.53,6.0791,8.8542,-0.0694
1098,1309,New Orleans,54,1261,LSU,81,B,B,-4.46,-7.17,-1.68,-4.36,5.37,6.9,-0.92,-3.14,-2.94,3.1,-1.68,-3.02,2.19,1.7108,-2.6739,1.6075
1099,1272,Memphis,76,1261,LSU,69,A,N,0.9,-2.1,-1.33,-3.63,1.3,2.52,-0.66,-1.6,2.81,-0.39,0.93,-1.17,-1.03,0.0685,10.8446,-11.3067
1100,1386,Saint Joseph's,65,1261,LSU,82,B,N,-2.49,-8.55,0.64,-0.33,0.55,1.76,-3.73,-0.01,-0.13,-1.45,-3.24,-1.33,-3.24,-4.4078,10.7386,-10.9529
1101,1116,Arkansas,71,1376,South Carolina,64,A,A,4.72,6.81,1.79,5.35,0.69,0.31,-2.04,2.29,3.14,-2.57,2.34,1.83,-1.77,5.3857,6.9022,-7.2623
1102,1116,Arkansas,69,1376,South Carolina,71,B,N,4.72,6.81,1.79,5.35,0.69,0.31,-2.04,2.29,3.14,-2.57,2.34,1.83,-1.77,5.3857,6.9022,-7.2623
1103,1120,Auburn,79,1376,South Carolina,74,A,B,1.6,0.7,-0.01,3.29,-0.06,-0.58,-2.76,1.48,-0.61,-2.16,-0.19,0.71,-1.18,0.8204,6.5117,0.7999
1104,1120,Auburn,83,1376,South Carolina,67,A,A,1.6,0.7,-0.01,3.29,-0.06,-0.58,-2.76,1.48,-0.61,-2.16,-0.19,0.71,-1.18,0.8204,6.5117,0.7999
1105,1120,Auburn,56,1376,South Carolina,74,B,N,1.6,0.7,-0.01,3.29,-0.06,-0.58,-2.76,1.48,-0.61,-2.16,-0.19,0.71,-1.18,0.8204,6.5117,0.7999
1106,1129,Boise St.,80,1376,South Carolina,54,A,N,3.34,2.59,1.76,5.41,-1.75,-3.97,-2.95,1.32,-0.61,-4.38,-0.73,-1.73,-3.21,-1.463,10.9171,-1.3934
1107,1155,Clemson,71,1376,South Carolina,57,A,A,-0.59,-2.09,-0.58,1.82,-3.21,-5.41,-2.17,2.47,-2.11,-3.23,-1.48,2.15,-6.77,-7.1574,3.2177,-11.5751
1108,1198,FIU,72,1376,South Carolina,84,B,B,1.07,-0.82,-0.85,0.46,-2.09,-1.87,-2.37,2.2,-1.95,-0.51,0.53,0.13,-4.5,-0.0959,-1.4918,-0.1384
1109,1196,Florida,74,1376,South Carolina,58,A,A,1.88,-1.74,1.11,3.44,-2.47,-2.03,-2.08,2.41,1.11,-2.94,0.92,-0.91,-6.47,-3.7865,13.3121,-15.9225
1110,1196,Florida,72,1376,South Carolina,46,A,B,1.88,-1.74,1.11,3.44,-2.47,-2.03,-2.08,2.41,1.11,-2.94,0.92,-0.91,-6.47,-3.7865,13.3121,-15.9225
1111,1208,Georgia,97,1376,South Carolina,76,A,A,0.09,-3.03,-0.77,-0.99,1.29,2.97,-1.98,3.75,-1.99,-1.6,-1.32,0.9,-3.8,-1.7742,5.4535,-6.7385
1112,1267,Marshall,65,1376,South Carolina,92,B,B,1.63,3.5,0,4.53,-2.4,-0.3,-0.86,1.76,-1.3,-1.13,-0.06,-0.11,-2.71,2.0506,-3.8699,-0.6489
1113,1279,Mississippi,75,1376,South Carolina,74,A,B,2.83,6.2,2.08,7.88,-0.86,-0.88,-0.79,2.14,0.28,-3.08,1.16,1.76,-3.26,2.5402,7.299,-3.0389
1114,1281,Missouri,82,1376,South Carolina,74,A,A,1.08,-2.59,0.11,1.94,2.29,1.88,-2.64,4.56,-1.91,-1.65,-1.29,-0.49,-3.44,-1.1141,10.9255,-1.6771
1115,1401,Texas A&M,75,1376,South Carolina,67,A,A,0.47,-0.94,0.07,2.91,-4.18,-4.07,-4.32,2.44,0.54,-2.98,0.21,0.21,-4.55,-2.7458,-2.2508,-8.2388
1116,1401,Texas A&M,52,1376,South Carolina,80,B,B,0.47,-0.94,0.07,2.91,-4.18,-4.07,-4.32,2.44,0.54,-2.98,0.21,0.21,-4.55,-2.7458,-2.2508,-8.2388
1117,1388,Saint Mary's,71,1376,South Carolina,78,B,N,1,-2.22,1.2,3.1,0.13,0.12,-1.98,0.69,0.01,-2.82,-0.82,-0.45,-3.4,-3.379,8.4401,-3.7145
1118,1124,Baylor,66,1376,South Carolina,64,A,A,2.5,1.29,1.65,4.06,-1.2,-0.55,0.42,2.47,2.28,-2.47,-1.2,1.91,-5.13,-2.9531,16.1281,-3.8942
1119,1329,Oklahoma St.,79,1376,South Carolina,52,A,A,3.92,2.35,1.41,4.24,2.74,3.18,-4.21,4.11,1.4,-3.84,1.29,1.03,-3.07,2.5803,11.5498,-9.9031
1120,1367,USC Upstate,74,1376,South Carolina,68,A,B,3.05,2.31,0.58,4.56,-2.62,-2.62,-1.44,3.57,3.08,-1.97,0.13,-0.28,-4.1,-0.4067,2.9368,-0.4529
1121,1435,Vanderbilt,59,1376,South Carolina,65,B,B,-0.27,-2.95,0.42,4.14,-3.62,-3.68,-3.92,3.06,0.79,-0.91,-1.61,0.69,-5.23,-2.5092,0.127,-6.7784
1122,1280,Mississippi St.,62,1376,South Carolina,74,B,A,1.29,-0.68,-1.07,0.03,-2.14,-1.61,-3.91,1.47,-0.09,-0.35,1.44,-1.09,-5.41,1.6256,-2.9771,-2.0895
1123,1397,Tennessee,59,1376,South Carolina,44,A,N,1.91,0.66,-0.18,1.7,-1.46,-2.13,-0.04,3.44,-0.15,-3.38,-1.1,0.96,-5.49,-3.9209,11.0768,-11.8556
1124,1103,Akron,45,1376,South Carolina,78,B,B,1.05,0.02,1.35,5.21,-3.86,-2.7,-1.46,1.08,-1.09,-1.05,0.32,0.45,-4.86,-1.3174,0.6353,-5.1764
1125,1116,Arkansas,58,1104,Alabama,83,B,B,4.51,9.5,1.79,3.27,2.73,2.45,1.82,1.3,4.61,-0.15,1.89,1.36,1.75,8.1331,9.2109,-7.4753
1126,1196,Florida,68,1104,Alabama,62,A,B,1.67,0.95,1.11,1.36,-0.43,0.11,1.78,1.42,2.58,-0.52,0.47,-1.38,-2.95,-1.0391,15.6208,-16.1355
1127,1208,Georgia,66,1104,Alabama,58,A,A,-0.12,-0.34,-0.77,-3.07,3.33,5.11,1.88,2.76,-0.52,0.82,-1.77,0.43,-0.28,0.9732,7.7622,-6.9515
1128,1279,Mississippi,79,1104,Alabama,67,A,A,2.62,8.89,2.08,5.8,1.18,1.26,3.07,1.15,1.75,-0.66,0.71,1.29,0.26,5.2876,9.6077,-3.2519
1129,1281,Missouri,68,1104,Alabama,47,A,A,0.87,0.1,0.11,-0.14,4.33,4.02,1.22,3.57,-0.44,0.77,-1.74,-0.96,0.08,1.6333,13.2342,-1.8901
1130,1281,Missouri,73,1104,Alabama,80,B,B,0.87,0.1,0.11,-0.14,4.33,4.02,1.22,3.57,-0.44,0.77,-1.74,-0.96,0.08,1.6333,13.2342,-1.8901
1131,1328,Oklahoma,82,1104,Alabama,73,A,N,4.92,9.5,2.79,5.3,2.83,1.73,1.98,3.2,3.89,-0.4,0.1,-0.95,-0.13,7.8491,16.7507,-5.8762
1132,1401,Texas A&M,63,1104,Alabama,48,A,A,0.26,1.75,0.07,0.83,-2.14,-1.93,-0.46,1.45,2.01,-0.56,-0.24,-0.26,-1.03,0.0016,0.0579,-8.4518
1133,1417,UCLA,75,1104,Alabama,67,A,A,6.35,7.48,0.64,-0.94,1.77,0.35,0.19,2.98,6.44,-1.31,2.64,-1.35,-1.42,6.2966,16.6541,-8.6252
1134,1376,South Carolina,67,1104,Alabama,66,A,A,-0.21,2.69,0,-2.08,2.04,2.14,3.86,-0.99,1.47,2.42,-0.45,-0.47,3.52,2.7474,5.7846,-3.6889
1135,1246,Kentucky,55,1104,Alabama,48,A,A,2.47,3.98,-0.65,-1.61,4.92,7.23,4.75,3.92,0.73,0.37,-1.98,2.01,-0.16,2.7168,14.8106,-9.8267
1136,1261,LSU,80,1104,Alabama,82,B,B,4.42,9.32,0.98,2.43,-1.46,-1.71,3.44,3.73,3.42,1.94,0.98,1.71,-0.1,6.4073,8.9572,-6.5454
1137,1261,LSU,68,1104,Alabama,56,A,N,4.42,9.32,0.98,2.43,-1.46,-1.71,3.44,3.73,3.42,1.94,0.98,1.71,-0.1,6.4073,8.9572,-6.5454
1138,1352,Robert Morris,56,1104,Alabama,64,B,B,1.91,4.4,1.5,1.62,-0.46,-2.01,0.86,-0.2,1.52,-0.52,0.38,-2.44,-0.75,2.4308,3.617,-0.4441
1139,1462,Xavier,77,1104,Alabama,74,A,B,2.93,2.58,-0.53,-2.53,0.18,0.08,1.25,2.09,4.08,0.52,-0.89,-1.29,0.75,1.6464,12.6617,-6.5532
1140,1149,Charleston Southern,45,1104,Alabama,59,B,B,3.33,7.93,3.48,7.67,-0.51,-1.96,1.17,2.27,1.79,-0.62,-0.59,-1.79,-0.46,4.1415,4.6075,4.9524
1141,1316,North Florida,48,1104,Alabama,76,B,B,1.26,3.69,1.19,2.31,0.22,-0.27,2.2,1.82,1.16,3.26,-1.71,-0.5,-0.39,4.5397,2.4367,4.4298
1142,1120,Auburn,76,1311,Nicholls St.,54,A,A,0.14,0.88,-0.41,-1.71,3.78,2.87,1.25,1.61,-1.44,-0.19,0.42,1.65,-2.39,0.8687,-0.9306,8.7024
1143,1358,Sam Houston St.,88,1311,Nicholls St.,61,A,A,0.2,-1.03,0.57,-2.47,5.09,6.73,2.02,0.44,1.64,0.52,0.9,0.37,-1.83,-0.3561,-4.4964,9.9556
1144,1223,Houston Baptist,64,1311,Nicholls St.,66,B,B,-0.86,0.82,-1.28,-5.73,1.01,0.3,1.42,2.57,-1.14,3.4,-0.82,-0.72,-2.41,2.9173,-17.8695,13.9442
1145,1237,IUPUI,56,1311,Nicholls St.,62,B,A,-0.93,-0.32,-1.97,-6.46,-0.82,-3.87,-2.2,0.26,-3.28,-0.91,-0.82,-0.03,-7.82,-0.8859,-13.1774,15.9006
1146,1407,Troy,77,1311,Nicholls St.,62,A,A,-1.86,-0.25,1.03,0.99,1.94,2.3,2.22,1.4,-2.31,0.19,-0.06,-0.41,-8.17,-1.7484,-7.7429,10.5501
1147,1231,Indiana,79,1311,Nicholls St.,66,A,A,0.42,0.09,-0.64,-4.18,4.25,3.2,2.63,4.95,-1.57,2.77,0.26,1.49,-5.55,1.8694,-3.54,-0.4386
