teamId,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf
1363,20.00,54.14,8.45,25.72,12.86,17.86,10.17,24.62,10.90,13.38,4.21,2.69,20.69
1364,24.14,51.96,6.89,17.82,15.54,21.79,9.68,24.96,15.57,11.29,4.93,4.82,18.89
1365,23.58,56.00,7.32,20.10,15.16,20.65,10.26,21.35,11.74,10.23,5.77,4.06,20.39
1366,21.27,51.07,4.77,15.47,12.97,19.87,10.87,22.40,9.97,15.60,6.70,4.80,20.90
1367,25.55,56.81,6.32,19.74,14.97,22.29,12.32,25.16,15.32,12.29,6.42,3.48,18.58
1368,23.36,53.54,6.86,18.79,14.36,20.86,8.50,22.93,11.57,12.36,4.25,3.93,20.25
1369,29.13,58.77,6.50,18.27,16.13,23.23,10.83,25.60,16.00,13.37,6.83,4.20,20.13
1370,24.82,58.89,7.68,22.46,13.14,19.93,13.07,23.54,13.21,13.82,6.07,3.18,22.21
1371,24.00,52.85,7.41,20.71,16.41,22.76,8.47,23.97,13.29,12.21,6.65,2.74,19.85
1372,26.23,56.84,7.16,20.35,16.23,22.81,13.00,20.61,16.42,10.97,7.03,3.16,20.90
1373,24.16,57.38,4.34,13.41,17.25,24.00,14.09,23.72,13.69,14.16,5.88,4.59,22.97
1374,25.47,52.31,4.56,12.25,15.88,23.22,10.63,25.63,15.22,13.69,7.50,4.59,19.41
1375,22.50,57.07,7.93,23.82,14.46,20.79,11.82,24.68,11.25,12.46,4.79,3.96,20.36
1376,22.50,54.50,5.74,15.18,17.59,24.91,13.76,21.59,12.24,14.26,6.29,3.76,22.68
1377,22.48,52.44,6.11,17.37,15.81,20.89,8.26,23.19,11.74,12.56,5.15,3.70,17.41
1378,23.47,54.03,3.03,11.75,15.66,23.66,11.06,24.00,12.56,12.84,5.81,3.69,17.69
1379,23.32,51.42,5.26,15.32,18.77,26.81,12.61,22.87,13.39,13.45,7.71,1.97,21.03
1380,24.41,55.48,5.86,16.97,13.55,21.79,11.28,26.45,12.28,14.00,5.55,4.97,22.03
1381,20.07,49.93,4.50,13.79,13.39,19.64,7.93,20.32,10.75,13.89,4.18,3.21,23.29
1382,25.94,57.00,4.70,14.39,16.79,23.45,12.67,22.61,13.42,12.82,6.97,4.21,20.24
1383,24.29,56.65,6.00,19.06,13.94,20.45,11.90,25.03,12.13,13.10,5.65,5.39,19.94
1384,21.77,53.19,7.10,22.19,11.16,17.39,9.03,21.10,11.65,10.74,5.68,2.74,15.52
1385,26.19,58.44,4.63,13.53,15.66,22.41,11.25,25.44,13.06,10.84,6.81,7.59,18.84
1386,24.64,52.58,7.36,19.36,14.64,22.82,9.61,26.30,14.06,12.33,4.48,4.61,15.82
1387,24.29,54.65,5.71,17.84,15.77,22.19,9.94,25.74,14.10,12.61,7.39,4.23,17.29
1388,23.50,52.28,6.94,18.28,17.72,25.03,11.78,22.28,12.25,11.44,5.47,3.31,19.28
1389,21.26,52.23,5.26,16.65,15.48,22.00,10.61,23.35,9.77,12.03,6.42,4.35,18.29
1390,25.27,54.42,5.91,15.94,17.06,24.27,9.67,25.18,11.79,11.24,5.09,4.24,18.06
1391,22.03,52.52,5.13,17.45,12.61,19.03,9.45,20.39,11.94,12.35,5.61,3.74,17.06
1392,25.31,55.72,5.38,15.06,15.56,21.63,11.41,25.03,12.75,12.41,5.97,3.03,19.06
1393,24.06,55.06,5.00,14.94,15.03,21.38,13.19,22.06,11.94,8.91,8.03,4.94,15.91
1394,24.40,51.67,4.27,11.60,15.33,22.90,11.07,22.10,12.13,12.33,6.57,3.13,20.03
1395,20.80,51.90,4.70,14.73,17.03,23.27,8.40,21.23,11.13,11.70,6.10,3.17,17.23
1396,26.71,62.39,6.48,19.16,14.00,19.81,12.35,23.19,13.58,10.55,5.81,3.52,18.48
1397,24.41,55.16,5.56,16.88,16.13,22.78,13.72,25.03,12.09,10.88,5.19,4.72,17.19
1398,23.07,54.24,4.97,16.86,16.24,23.34,11.17,21.62,10.21,12.21,5.34,2.72,21.28
1399,23.97,53.52,5.55,17.03,16.58,24.68,12.10,22.52,11.90,15.32,6.61,4.35,22.71
1400,25.79,59.85,5.12,15.79,17.42,26.24,15.06,26.70,12.76,12.36,5.76,6.00,19.06
1401,22.97,53.56,5.81,18.09,13.41,20.84,9.44,24.03,12.78,11.28,6.50,3.97,18.13
1402,22.07,51.48,4.72,15.38,11.52,17.28,9.59,21.83,10.83,13.69,5.86,2.79,18.45
1403,24.47,53.69,4.38,14.06,15.13,20.78,11.78,21.16,11.44,12.03,6.13,3.66,18.91
1404,25.45,60.48,7.28,20.83,15.28,21.21,11.45,19.93,13.52,11.45,7.48,2.55,20.90
1405,27.16,58.78,5.78,16.41,19.06,26.03,12.69,23.03,15.00,10.25,6.56,2.94,17.53
1406,23.22,51.81,5.84,16.44,19.97,28.53,11.72,26.53,9.66,11.25,3.94,4.66,20.13
1407,22.10,54.07,7.17,21.17,15.69,23.76,11.97,22.86,10.76,12.48,5.62,2.41,15.72
1408,20.34,49.19,5.97,16.91,17.13,24.72,10.06,23.22,9.03,12.69,4.59,2.91,19.13
1409,24.67,55.82,5.76,17.70,18.00,26.67,10.79,25.52,12.52,11.45,6.97,3.79,21.42
1410,23.29,56.71,4.77,17.10,13.39,20.29,10.77,21.77,12.13,12.06,6.81,2.35,20.58
1411,24.84,54.22,6.31,17.59,19.06,26.81,11.28,25.44,13.66,13.22,4.59,3.53,16.56
1412,25.31,61.24,4.90,16.34,16.69,25.45,16.24,28.03,12.31,12.97,5.07,4.14,17.69
1413,23.62,55.00,7.66,21.97,14.10,20.48,8.17,19.38,11.38,11.76,5.14,2.21,19.76
1414,25.47,54.75,5.69,15.91,12.53,20.00,10.81,27.38,15.09,12.53,5.41,6.41,18.69
1415,23.31,54.83,4.38,14.76,15.90,22.93,10.31,23.38,11.07,13.28,6.00,4.28,19.55
1416,25.45,58.72,6.69,20.52,13.79,22.45,14.34,23.24,12.14,13.69,6.93,4.28,18.14
1417,29.06,59.29,6.38,16.32,17.32,23.12,10.09,25.56,17.21,10.53,9.38,2.88,17.74
1418,27.39,59.74,7.23,19.32,17.84,26.84,13.65,24.19,13.10,13.87,7.00,3.94,21.16
1419,23.08,54.73,5.31,16.88,12.15,19.42,10.65,24.04,12.46,13.00,5.62,3.38,18.69
1420,22.14,55.34,5.86,19.10,14.83,22.34,11.24,22.41,11.86,14.93,7.66,2.66,23.24
1421,25.76,56.90,7.00,18.38,18.41,24.69,11.38,24.62,11.90,13.66,6.52,5.52,19.34
1422,24.52,57.31,5.14,15.31,14.90,21.66,10.31,25.17,11.14,13.93,5.69,2.21,21.93
1423,22.87,57.00,4.43,15.67,12.03,18.43,11.90,22.80,10.70,11.50,5.90,3.87,18.53
1424,25.27,57.73,5.91,17.94,14.91,22.79,12.58,27.24,13.24,11.12,4.85,6.45,15.76
1425,24.97,56.90,4.45,15.61,16.10,24.06,10.94,25.74,12.48,13.97,5.45,4.26,19.84
1426,24.90,57.73,7.90,22.93,17.33,24.43,11.43,24.70,11.93,13.40,4.73,3.63,20.07
1427,21.70,51.74,6.11,18.30,18.67,26.67,11.85,22.19,10.33,15.89,5.85,1.78,20.70
1428,25.33,53.37,6.03,17.67,15.60,21.10,8.77,24.77,14.53,11.87,6.43,4.57,17.13
1429,24.26,53.94,6.81,16.65,13.42,18.16,10.39,25.42,15.81,10.90,3.39,3.52,17.68
1430,22.07,51.45,6.24,18.62,15.31,20.28,8.93,24.45,13.76,11.10,4.83,2.69,17.10
1431,23.29,49.94,4.39,13.39,18.06,26.42,10.23,25.55,13.06,13.26,4.97,4.06,18.39
1433,26.24,62.68,7.41,21.26,15.09,22.38,14.15,23.74,13.12,12.26,11.18,4.26,19.56
1434,22.93,50.63,6.43,18.37,17.27,23.57,10.10,25.27,11.87,15.30,5.23,4.90,21.57
1435,22.23,51.55,6.16,19.32,13.97,21.23,9.84,24.65,13.03,13.35,4.68,4.45,17.45
1436,23.80,51.10,5.73,14.73,17.23,23.73,10.20,24.30,12.77,11.50,6.83,3.90,18.47
1437,25.75,56.06,9.03,25.03,18.00,25.25,11.28,25.81,15.63,11.84,6.94,4.03,19.72
1438,23.06,50.97,5.50,15.09,14.32,21.59,10.91,24.65,13.09,10.21,5.32,3.97,16.06
1439,21.45,52.87,6.94,19.23,13.06,20.16,10.84,25.87,10.90,12.65,3.26,4.55,16.90
1440,29.48,68.70,8.48,27.07,15.78,22.81,14.00,26.67,12.70,10.30,6.52,6.00,19.11
1441,25.16,59.45,7.00,20.06,15.68,21.87,13.19,21.84,11.74,12.26,7.23,4.52,22.94
1442,21.00,47.67,4.85,14.26,12.63,18.56,7.48,22.11,11.41,13.56,5.37,2.56,19.37
1443,22.58,55.13,7.32,21.87,15.03,23.10,12.55,24.03,11.00,13.58,4.84,2.32,19.23
1444,23.71,50.81,5.87,17.81,18.87,26.29,9.65,24.87,11.10,14.16,5.74,3.48,18.29
1447,24.93,59.47,5.53,16.43,16.00,21.77,12.97,26.13,11.50,12.63,6.27,6.47,20.20
1448,23.76,52.73,5.03,15.27,17.15,26.39,10.18,24.45,13.33,12.42,5.48,4.00,19.27
1449,26.09,58.47,5.84,17.25,16.47,21.72,11.06,23.47,13.34,11.41,5.38,2.88,19.31
1450,20.80,52.27,7.40,22.63,12.80,19.47,9.63,22.53,10.37,11.43,5.20,2.87,18.43
1451,23.29,49.11,7.21,18.32,18.11,24.54,8.21,25.14,12.89,12.39,3.75,3.86,18.39
1452,26.38,60.13,7.88,20.53,16.91,23.34,12.03,23.81,13.19,9.72,6.41,3.03,20.53
1453,25.85,55.44,4.63,13.44,17.19,23.74,11.30,24.74,15.22,12.37,7.26,6.96,17.26
1454,22.79,53.09,7.12,21.61,17.70,24.15,9.79,23.52,13.24,13.64,5.64,2.42,18.30
1455,24.73,54.09,6.85,19.73,18.64,25.58,11.88,26.73,13.36,10.45,6.85,5.12,16.91
1456,24.71,51.94,8.65,21.55,14.39,20.84,7.55,23.03,13.77,10.52,5.39,3.06,16.39
1457,23.93,54.87,8.03,20.43,16.13,22.50,9.93,22.17,10.73,12.67,6.17,2.40,20.03
1458,24.21,52.88,7.76,20.79,17.36,23.33,8.79,24.39,12.12,8.06,5.00,3.52,14.94
1459,23.76,54.07,5.72,15.97,12.17,18.31,10.55,21.97,12.14,10.28,6.07,1.55,17.62
1460,22.19,49.38,6.13,16.94,15.97,21.69,7.09,21.56,13.25,13.38,6.72,2.94,20.41
1461,21.80,46.20,5.67,15.93,15.37,21.40,5.10,23.50,12.30,10.20,4.50,3.80,17.23
1462,25.64,54.39,5.21,14.73,15.73,22.85,11.15,24.67,14.85,12.36,5.85,2.94,19.91
1463,20.89,50.81,4.67,15.63,19.37,27.81,11.85,23.04,10.85,12.93,6.07,4.26,20.00
1464,25.38,55.90,7.59,21.86,16.38,22.34,8.34,23.03,15.00,11.28,6.38,2.48,19.03
